label,review
Negative,Can't even play. Always crashes on shaders
Negative,Its like Nioh.. but in simple and boring.No weapons besides the starting one3 movesetsbossrush only (boss every 10m you walk)just a monkey
Negative,"invisible walls were annoying in 2000. To see them in a AAA game today is abhorrent. I can't count the number of times in the first hour of playing I saw somewhere that looked like it was for me to explore only to jump up against an invisible wall. I imagine it's the same thinking the Chinese Government uses at their facilities. ""DONT LOOK OVER THERE EVEN THOUGH IT'S INTERESTING!""The fact that so many people like this game is indicative of the state of games as whole, not a mark of honor for this no-name developer. Original review - definitely malware from china.controls are trash. L2 and R2 are super inconsistant to proc"
Negative,"For me, can I just get a decent game with a decent story where I don't have to grind for hours on every damn boss? Not everyone wants to be a damn dark soul edge lordðŸ™„. I get about an hour to game after work, I don't have time to dedicate to NOT PROGRESSING because I can't spend 4 hours straight ""learning"" a boss ðŸ¤¨ it looks like it could be fun. ive watched ziiostorm talk about the game,and i like what he has had to say, but i simply cannot enjoy the game as is. i went through one hell wiith elden ring, im not doing it again. if you want to gate keepp a game, whatever. ive got respponsibilites to attend to, iill sppend my money elsewhere."
Negative,"I really wanted to like this game, but I just don't. It looks great, but the non-boss combat is feels like Dynasty Warriors without the scores of enemies. The world is linear and the bad guys are more like decorations. The boss fights are cool admittedly, but most of them are versions of bosses you've fought in other games. The gathering is mid, the crafting is mid, the item use is clunky and slow, and the character progression feels more like a formality than a way to actually build your character. I am left wondering if this is more a cinematic game where you run in between boss fights. There are charming and entertaining parts to this game, but I may have had my expectation too high. If you're looking for a GOTY experience, I don't think you'll find it with this game."
Negative,"Way too hard, this game gives me headaches from trying bosses 1000x"
Negative,"the game itself is good but the crashes man, ive replayed the first part of the game 4 times now and i managed to get past it, but then when i got into the actual game it crashes AGAIN its not my system it just crashes like mad all the time. if it keeps doing it im going to request a refund"
Negative,"okay so Im just gonna say this is not a bad game, I just wouldn't recommend it why? because well the first two chapters I could feel myself really getting stuck in, the bosses, the environmental exploration and secrets where so well done and fun and I could feel it scratching the dark souls itch however chapter 3 began and I have no idea what happened but this game takes a drastic nose dive in quality after this point. The environments became more linear and but somehow harder to navigate because of how everything blends together to well and I found it harder to backtrack because everything looks the same with no distinct landmarks. The bosses jesus chapter 3 sucks for bosses and even the mini bosses just became lazy. Like I hated that multiple bosses hinder you in some way so you cant use the tools the game gives you. One arena has mud so you can hardly move, one boss is flying so much you have to dodge and wait a long time just to get like 4 hits in, and another boss completely disables your abilities or turns them against you, if you use the spells you have he goes gold and immune to damage until you break it. By the end I just was happy it was over because I just didn't care anymore."
Negative,"Im going against the grain here and saying this is a cheap souls rip off with UE5 store assets.of course the graphics are 10/10 but everything else is like a 3 at best.Do not play with English voice acting or you'll never be able to take anything seriouslyI cant even put into words how ""off"" this game feels.You cant convince sh*t eaters they are eating sh*t""omg STRIMER SAID GAEM GOOD, ME GOOD DRONE ME LISTEN"""
Negative,"I am pretty disappointed as this was a game I had been anticipating for quite some time but I just couldn't get it to run properly. Even after half an hour of attempted fixes the cut-scenes would stutter pretty badly and along with that the sound was both cutting in and out and having a delay where the sound would come long after the visuals.If they can fix this and other performance issues, I might buy this again but for now I'm going to get a refund.I enabled comments if anyone has solutions for others, hope y'all have better luck then I did. Have a good day."
Negative,"I tried to like it, I really did.The fighting got really tiring real quick, and aside one or two weapons, the light attack combo is always the same. Smack smack, twist sping jumpslam, rinse and repeat into infinity.Upgrading skills past aquiring them is basically just watching numbers go up. ""Now instead of 10 seconds, it lasts 15"", yaaay..The story started off interesting, but kept shoving so much characters with no depth to htem that in the end I found myself rushing through the story to just have it done.  I can't even remember the name of the wildboar man that hanged around half the game,   and I played this for over 50 hours!  Maybe I should have known something about Journey to the West to enjoy the story, but in the end, it just lost my interest.Some of the collectibles were downright so hidden, that I had no choise but to check out guides that where some of them were. In the end, I got 80% achievements on one go, but just had to use guides for the rest of them.Also, the ""Hahaa, you gotta play NG+ to get everything bit is just absolute worst to me personally.In the end, the game itself isn't bad for those who enjoy simple hack'n'slashed, but to me, it was overhyped.Beautiful game, no doubt about it, but content wise, it left me hoping for something different."
Negative,"There's plenty of positive reviews, but the worst part of this game is so rampant it kind of ruins it for me. Invisible walls. Invisible walls everywhere. See an interesting looking path in the trees over there? Nope, invisible wall. Rocks you can definitely jump on to go up on that ledge? Nah invisible wall. Boss fights with AoE on the ground to dodge? Easy, unless somebody for some reason put an invisible wall offset from the actual wall by 6 feet so you can't actually dodge the direction you very clearly should be able to.The game is still fun for combat, but if you want to explore and find ""secrets"" or ""side paths"" you're going to be spending hours running up against invisible walls trying to find the paths that are actual paths instead of real ones. It's been a long time since I've seen map design this lazy. Graphics designers carried the team hard."
Negative,"â­ï¸ (1/5)I was really excited to dive into Black Myth: Wukong, especially given the stunning visuals and intriguing story. The graphics are impressive, and the narrative seems promising, which made my initial experience enjoyable. However, my excitement quickly turned to frustration when I encountered a major issue: the game fails to save progress, displaying the error code 10007. Despite having ample disk space and the necessary permissions, I was unable to save my game after playing for just 0.7 hours. This is unacceptable for a AAA title priced at $59.99. Additionally, I experienced some frame drops even with my RTX 4070 Ti, which was unexpected. While I understand that optimization can be a work in progress, the inability to save my progress is a dealbreaker.As much as I wanted to love this game, I have no choice but to request a refund. I hope the developers address these issues soon, as the game has great potential. Until then, I cannot recommend it in its current state."
Negative,"It is a very good and well-made game; however, I cannot recommend it because of its poor optimization. The game becomes unplayable in chapter 2, and no matter how much the settings change, it still stutters and lags horribly. Hopefully, it will be fixed in a future patch, however, at this time it is in a horrid optimization state, especially for lower-end machines."
Negative,"Average looking UE5 game with UE5 graphical problems (pop-ins, flickering, abyssal dynamic range between shadows and highlights). Braindead between-bosses gameplay, unfair / unfun boss gameplay. Level design is generic to the point of feeling like an asset flip."
Negative,"Just like Elden Ring, the gamedevs decided that the best way to make a game ""difficult"" is by giving their boss encounters hour long combo strings, paired with minimal windows for counter-attacks turning what could be fun and interesting bossfights into utter slogs.An honestly great game, that had a great story and fun boss encounters ruined by abysmal late game boss designs."
Negative,"One of the most overhyped games of all time. The combat is very repetitive, the map design is atrocious, the visuals are incredibly artifacty and are just overall very muddled. Its really sad because I've been waiting 4 years for this game, but unfortunately it was not great. For a first outing its ok, but I wouldn't recommend it unless you're completely obsessed with souls likes. Go try lies of P and Lords of the fallen instead."
Negative,Overhyped - Disjointed - Linear - Wasted Potentialâ£¿â£¿â£¿â£¿â£¿â Ÿâ ‹â „â „â „â „â „â „â „â¢â ˆâ¢»â¢¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â ƒâ „â „â „â „â „â „â „â „â „â „â „â ˆâ¡€â ­â¢¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â¡Ÿâ „â¢€â£¾â£¿â£¿â£¿â£·â£¶â£¿â£·â£¶â£¶â¡†â „â „â „â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â¡‡â¢€â£¼â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£§â „â „â¢¸â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£‡â£¼â£¿â£¿â ¿â ¶â ™â£¿â¡Ÿâ ¡â£´â£¿â£½â£¿â£§â „â¢¸â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¾â£¿â£¿â£Ÿâ£­â£¾â£¿â£·â£¶â£¶â£´â£¶â£¿â£¿â¢„â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â¡Ÿâ£©â£¿â£¿â£¿â¡â¢»â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¹â¡‹â ˜â ·â£¦â£€â£ â¡¶â â ˆâ â „â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£â ƒâ£´â£¶â¡”â ’â „â£ â¢€â „â „â „â¡¨â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¦â¡˜â ¿â£·â£¿â ¿â Ÿâ ƒâ „â „â£ â¡‡â ˆâ »â£¿â£¿â£¿â£¿â£¿â£¿â£¿â£¿â¡¿â Ÿâ ‹â¢â£·â£ â „â „â „â „â£€â£ â£¾â¡Ÿâ „â „â „â „â ‰â ™â »â¡¿â Ÿâ ‹â â „â „â „â¢¸â£¿â£¿â¡¯â¢“â£´â£¾â£¿â£¿â¡Ÿâ „â „â „â „â „â „â „â „â „â „â „â „â „â „â „â£¿â¡Ÿâ£·â „â ¹â£¿â£¿â£¿â¡¿â â „â „â „â „â „â „â „â „In Xi Jinping we trust
Negative,Overrated boss rush terrible game all around bad world designs enemy are annoying to fight and the bosses are terrible
Negative,"Looks nice. Boring.You'd be better off playing Elden Ring, or God of War."
Negative,"It's a good game and really engaging, but I don't know if it's $60 good, tbh, and it seems very shallow as you go boss fight to boss fight with no depth in between.If you wanna know if its worth it, well, it's quite literally Nioh 2 with a wukong skin and fewer mechanics. It kind of seems like they just made a cinematic movie with some boss fights. It's challenging, but it's not hard. If that makes sense, I would say it's a ""souls like"" (if you wanna call it that) for casual players, and it seems very empty. The exploration is really low as there's not much exploration, and the character development is that of a children's storybook, which is not that good. I would say they put all the budget and resources into the graphics and about $20 into everything else. Overall, I would give this game a 4.5/10."
Negative,"This game is really hard, and there are no difficulty settings, so it's not one thats really suitable for casual gamers, and not what I had expected. Unenjoyable. Such a shame because the mythology and concept is excellent."
Negative,Upside: Sun WukongDownside: Soulslike genre taint
Negative,If you have an AMD system. WAIT to buy until they fix the drivers. cannot even get through the first cinematic. I am refunding until this is fixed.
Negative,"This thing is way too hard.I've been struggling with the bosses in those first chapters and imo there should be an option to select the difficulties for the game to be enjoyable to everyone. One more thing, it doesn't make any sense when you have enough money but can't buy anything because everything is out of stock."
Negative,"Lots of Misleading reviews on here. The game is beyond difficult, not suitable for anyone less than a hardcore gamer. It is not open map and not explorable. Instead, you go through a linear style path way encountering boss after boss which are incredibly difficult to beat with no sense of where you're going. Or how far you are and what you're trying to achieve in the game. I'm on chapter 3 having defeated handful of bosses and it's just the same thing over and over. Do not waste your money on this rubbish game"
Negative,"Extremely constant driver bugs, heavy fps drops and stuttering, and huge performance issues in general. Please release a game when its actually ready. Ive literally spent more than 80% of my time benchmarking and fixing bugs than actually playing."
Negative,Glitchy as hell
Negative,"Another ""Style over substance"" game, where developers put to much focus on the looks of the game instead gameplay. Don't let the developers fool you into believing that this is ""Action"" game, its ""Souls-like"". And because of the ""Souls-like"" genre of the game its greatly harms the fast paced gameplay that they are aiming to give"
Negative,"edit: had to downgrade the GPU drivers, on AMD 24.7.1 it would perma crash, but it runs smooth on 25.5.1, prob 7/10 game, its pretty good besides awful invisible walls.7800 x3d and a 7900xtx is not capable of running this game? i love every dumb person who has 0.2 hours in the game and says its GOTY or ""best game ever"" this is horrible and mid. refunded."
Negative,"I can't recommend this game as is in good conscience.Pros - Beautiful graphics, amazing music, based on a great mythological tale.Cons - Not a typical souls-like experience, invisible walls EVERYWHERE, repetitive fighting, what feels like extremely unresponsive controls at times, very limiting movesets where you mainly use 1 attack."
Negative,"Indeed, the game is quite impressive with high-quality visual art, but it's not up to par to merit a overwhelming positive review. It requires more refinement to surpass the level of a real AAA game such as Elden Ring and Sekiro.The main drawback of this game is that it doesn't have a map and there are invisible air-wall everywhere. It can be quite frustrating when exploring. Majority of small enemies are dumb. Though most bosses fights aren't bad, but lack immediate and intense interaction.Personally, I would give a score of 7 to 7.5 out of 10 (Sekiro and Darksoul3 are 9 and 8.5 for me)."
Negative,"So far Pros: - Great theme, china mythology is not very used in westrern/Europe mainstream (yes I'am aware the game is made by Chinese) and is fun and refreshing- Pretty impressive graphics although compensated with very visible visual noise and extremely low-detail assets on various places.- Pretty good optimization- Nice soundtrack good looking and decent combat system.- Interesting combat variaty- Very good voice acting in my opinionCons:- Hitboxes are bad especially on bigger enemies - Terrible camera system even Michalzaki would be embarrassed- But the worst thing is extremely lazy boss design, bosses are on every step, but they lack ""soul"" they're not memorable or epic and some are even reused across the game and unfortunately they usally just spam 2-3 attacksOverall I just can't recommend it just because the bosses. I can't strech how much they're disappointing so far and not really challenging most bosses can be easily beaten on first try I believe I'am still in an early game so we'll  how it will pan out, but so far Im little disappointed"
Negative,"Although a lot of fun, wait for when it is on sale. Giving a rate on a scale of 1-10 does not say enough, as such I have rated the game by chapter. . .Act 1: [9/10]Act 2: [9/10]Act 3: [7/10]Act 4: [8/10]Act 5: [6/10]Act 6: [3/10]Simply put, the ending was rushed AF, and is overall unsatisfying. Where early bosses and areas are fun to explore, well designed visually, have decent plots, and have fun bosses with interesting mechanics, this is lost with later chapters. Many later bosses are too easy or are difficult in a boring way like having very few moves but with long attack chains.And then there is the basic mechanics of the game. The combat is clunky it wants to be quick like Sekiro, but is slow and unresponsive, and worst of all inconsistent. I have a good, PC and experience no frame drops whilst playing, yet the time it takes to recover from being hit or making certain attacks is not always the same. About half of my deaths to certain bosses is because of the inconsistent/slow responsiveness, which otherwise where rather easy bosses.Despite all of this I still recommend the game just wait till it is like 33% or more off, it is not worth it at its full price, which is why I am giving it a thumbs down on steam. So while you are waiting, go play Sekiro it is simply a better version of this game."
Negative,"The fighting is typical [you're going to swing through whether you hit the target or not] it looks great, no performance issues for my old 1290T, you use the same weapon but have different fighting styles. I just turned it back in because PERSONALLY I'm more of a RPG guy instead of a Souls Like guy.Also A LOTTA of other games have come out and more a'com'n, my plate is full right now. I could very well rebuy it in the future or I may never look at it again, take this explanation for a downvote for what it is."
Negative,LINEARAFBAD BOSS BATTLESSTUPID COMBATPLAY GOT
Negative,Not my style of game play.
Negative,"too hard, game crashes too :("
Negative,elden ring has more soul per pixel than is in this entire game
Negative,i downloaded and ran the benchmark tool before i bought the game. i had no issues average of 94fps on very high settings. i also had no stutters freezes or frame drops of any kind. purchased the game and i cant even get through the opening cutscene without the game badly stuttering or freezing. tried multiple times restarting both the game and my computer with no luck. ive put in a refund request. i would suggest waiting to buy for a few weeks until the issues are ironed out.
Negative,"As a fan of Sun Wukong stories, I was looking forward to play this game. Alas I'm disappointed. Story is weak compared to original story. Main character has nothing of the charm, cheekiness and wits of Sun Wukong. How could he, he's a mute. So basically no character development. All you need to do is follow the path, kill everything in your way, collect 6 relics, kill the boss and that's it. For me this is a boring game that I will not replay. I wish I got it on discount. Plus side, songs in second chapter - very catchy.However this is my subjective feeling. If you are fan of Souls games, this may be of interest to you."
Negative,"This is an extremely overrated game. Good graphics but not better than Ragnarok, stellar blade or Gears 5. No difficulty levels, no maps, no navigation, no quick saves. It might take an hour to reach from a checkpoint to a strong level boss and should you die, you will have to wander off, re-kill all the enemies you already killed and lose yet another time from the boss. Exploring could be fun the first or second time, but after 10-20-30 time it's just frustrating. This multiplies the hours need to finish the game by forcing you to repeat the same levels over and over again. By the look of it, it will also have level requirements to beat certain bosses, just like Nioh, so you will have to play even more of the same to grind levels.So it is only destined to young children who havent anything else better to do with their time, but to spend several hundreds hours with this game in order to memorize paths and grind levels.Becoming better is less relevant that having a bigger level. so the necessary time wasted is mandatory...I expected more and got disappointed, use this just like a fair warning."
Negative,"This might upset a few people and it's not a BAD game... But I'm about halfway through chapter 2 anddd, idk man I'm just not feeling it. My main and possibly only gripe is that the combat just doesn't feel good to me, it feels clunky and you basically only have one attack button and the heavy attack really is just that. It doesn't chain or really flow into the light attack at all... It feels delayed and just not right, so I find myself just sitting and mashing the light attack button over and over with some dodges thrown in as needed. Yeah they give you a lot of other tools and cool things for combat, but I find at it's core there's just not much too it and I find it quite underwhelming and; for lack of a better word. Boring.... Like I said, the game story wise, graphics (after some tweaks to the settings) are all brilliant. But the combat just isn't it for me and that's what I feel should make the game. So I mean it's not bad I guess it just isn't for me, but I'd be lying if I said I wasn't dissapointed :( GOTY for some, sadly. Not for me."
Negative,"I really don't get why people say this game has great art, to me it looks like the most generic unreal engine 5 nature pack, the motion blur is very annoying, I come from playing Elden Ring and I've heard people comparing and to me it makes no sense. As soon as you go outside of the path you hit invisible walls everywhere with the least amount of care for game design, just random invisible walls everywhere. The enemies are cool, and the animations are great, but to me the controls are very random coming from souls games. I like feeling in control of my character and for things to be precise, and random smoke, fog and particles flying around with tons of effect make the character not very fun to control for me. If you like the kind of games where you move forward along invisible walls, kill random enemies, fight a boss and then have random cut-scenes but overall feel like you got no agency outside of fighting bosses maybe you'll like it due to the awesome animations and cool boss designs."
Negative,"What an unfortunate game. Unlike what the creators of the game said, it IS a soulslike, with all the tedium it implies. If I'd known that beforehand, I wouldn't have spent 60â‚¬. Clearly disingenuous from Game Science. Everything about the game is excellent, except the difficulty spikes. I am currently stuck on a boss very early and I simply cannot beat it. I don't want to spend hours on the same boss, it's just a chore. If there are similar encounters later on, I doubt I'll finish the game.I spent 400 hours in Elden Ring, but in Elden Ring, if you find an ennemy that's too strong, you can simply explore the world and level up. Here, the game is linear, so if you can't beat the boss, then tough luck.Also, Fromsoft have always been honest about their game difficulty. The difficulty also kills the replayability, because there's no way I'd want to repeat the experience. Sadly it's the only flaw I find in this game, but since it's gameplay related, it's enough to make it a dealbreaker."
Negative,meh... its ok but not anything i would buy again. Fun for a bit but its not really that fun tbh. just a bunch of boss fights and no true skill required just keep leveling up
Negative,"Requesting a refund. It's pretty, but that's about it. Combat feels like a button masher action game... I was hoping for something closer to Sekiro"
Negative,"The game is not as great as I hoped. The best thing about this game is it's graphic fidelity.The world is beautiful but poorly designed. There are a lot of places which look like you could go there only to be met by an invisible for like 95% of the time.The fighting could be good, if it weren't as unresponsive as it is. The character often refuses to do basic things in combat like drinking from his gourd or performing abilities."
Negative,"To preface, this is coming from someone who 100% Elden Ring in ~2 weeks and loves Soulslikes... For all of the hype, this game ain't it. This is the definition of an overhyped game and it has nearly nothing to show for it. This game is essentially Chinese Dark Souls with all of the quirks of Chinese products, we all know and hate:1) Bland2) Unreliable3) BoringThis game has some positives but it's far outshined by the huge negatives. To begin, the combat in this game is extremely simple and I wouldn't consider this a bad thing usually... However, with this basic combat comes with glitchy lock-on mechanics, frame-rate drops and the worst camera angles I've ever seen in a game before. In nearly every fight you get into, if you dodge into a wall, or a rock, or anything of that nature, your camera just picks a random direction to move to and spazzes tf out - meaning, you can't see anything and you get hit by whatever you were trying to dodge in the first place. The dragon boss in Chapter 3 is one of the best examples of this because your camera locks onto the dragon's head but refuses to zoom out far enough for you to see the dragon actually attacking you. So you just endlessly dodge until you can move far enough away to see the attacks you're dodging... But then you can't attack it because you're too far away... 10/10 best boss fight ever.As alluded to, the bosses in this game are extremely annoying... Many of them just feel like checks in the box because they're so pointlessly easy while others have horrendous attack sequences with environmental effects or ranged enemies around them that make the fights go from challenging yet fun to ""how the hell am I even supposed to hit you right now?"" They had such potential for how amazing the art is in this game and they ruined it by failing to balance even the most basic things. And not fixing camera angles... I will not stop reiterating this. It really is that bad. And the frame-rate drops in some fights are so bad that you can't even see whats hitting you. The fight becomes a literal slideshow as the boss is swinging at you, skipping frames and making you fight the past with your button combos. When the game catches up, you're picking yourself up off the ground wondering what the hell just happened.Next, invisible walls... This game has some amazing scenery and environments to explore. But its so god damn linear. Everywhere you go, you're hitting an invisible wall. After a while, it feels like the devs had no intention of allowing their players to explore their world in the first place. You start to feel corralled into set paths, which wouldn't necessarily be a problem if the maps in each of the chapters weren't so huge with seamless open-worlds (and no map btw). So while you're getting lost on a 30 minute walk across a chapter, you might miss some side areas or entire side quests that you'll have to walk back through and find at a later time. Plus, as someone who loves collecting things, the loot in this game is just awful. So not only are you actively punished with wasted time for trying to explore (Ex: There's a huge desert where you fight a beetle and I shit you not, it takes you ~3 minutes to run across the entire arena. There's 0 loot in that entire desert arena. Completely pointless...) but when you do get loot, 9 times out of 10, you don't even want it. The loot from bosses suck most of the time too.Lastly, the story... If you bought this game hoping for a great retelling of the Journey to the West, refund it if you have the chance or go get a better understanding of it before starting. To preface, the game is originally written and dubbed in Chinese. So, the mouth movements don't match the vocals you hear. So if that bothers you, you'll be dealing with that for the entire game. That being said, unless you have extensive knowledge of the Journey to the West, none of the story elements will make any sense to you. You'll be completely lost and when you stop caring about the story because you don't know whats going on, the horrendous, boring and annoying-at-times gameplay loop won't be there to keep you engaged either.In conclusion, is this game worth playing? Sure. Its fun here and there. Is it worth $60? Absolutely not. This mobile game feel, Chinese Dark Souls knock off isn't worth buying unless its less than $30. Get it on sale and try it then. The juice ain't worth the squeeze right now."
Negative,"I512400 + RTX3060 (1080 High got 60-44fps), its not enjoyable experience because everytime you coldboot the game, its suffer with microstutter so you need to wait about 10-15 or even 1 hours ingame to get minimal stuttering. not worth for now, wait for many patch and get it on discount instead."
Negative,"Black Myth: Wukong is a visual masterpiece and a gameplay triumph, blending myth and action in a way that feels like wielding the Monkey King's staff itselfâ€”fluid, fierce, and full of surprises. The story? Epic, with stunning visuals and imaginative enemy designs that keep you on your toes.But... Denuvo. The 3rd-party DRM is like an uninvited guest that overstays their welcome, dragging performance down in what should be a high-flying adventure. Itâ€™s like strapping a stone to Wukongâ€™s back. Without it, the game would truly shine!"
Negative,"This game is unforgiving, no difficulty adjustment, and not a lot of fun when dying dozens of times.A game should be challenging to the point where you can get your teeth into it, a determination to beat the enemy, and marvel in your victory!This game is non of that.Instead I found myself dying within 2 hits, 3 or 4 if i put sparks in to Robust Constitution. For those who are used to playing these types of games this is obviously easier but for the standard player this is simply not a fun game as the constant dying with no progression is demoralising.For those with more time to waste good luck and give it some stick,  for me this game is relegated to the ""Not Played group""For those wondering if they should get this game, it's a great game, fantastic visuals, but if you are limited by time or not used to this type of game-play I would seriously keep in mind the 2hr refund period when you first start playing, st least you can refund if you dont like it."
Negative,"Ok, so i've played about 6 hrs so far of this game. The graphics are beautiful. Fighting is fluid. My huge issue with this game is bosses. I've legit fought just boss after boss after boss. This game is legit a Boss rush game. There's like 4 people to take down before another boss fight. Then kill 2 more people. Boss fight. It's not enjoyable unless you like boss rush type games. That's all this game has been since I started. Start the game. Kill 7 guys. boss fight. Run right for 4 mins. Boss fight. Go down some stairs. 1 new enemy. boss fight. go up some stairs. ring a bell. oh what do you know. boss fight. kill 5 new guys. boss fight. It really isnt that fun in the grand scheme of being a 70$ game."
Negative,"Revised the review from before, still giving this heap of garbage a huge thumbs down.Game is a blast until chapter three, then it takes a massive nosedive into bargain bin garbage.  You'll see what I mean.  Uninstalling.  Do better.It isn't hard or difficult.  Its unfair and CRINGE mechanics and awful level design.  I would have given this a solid 7 but the Padoga area in chapter three brings this game down to a 4 at best.  Trash.  Wish i could refund its so bad."
Negative,"1. Read the TOS,  Carefully, 2. B1.exe has already tried to send data over the network that windows stopped. 3 .  I did nnot agree to their TOS because i knowing the Chinese communist party is their judicial and regulatory part and I know they have minions inside each company located that require data to be shared with them on a constant basis.  I did not agree to the TOS set with this game ."
Negative,The yellow wind sage is the worst boss ever created in gaming history
Negative,Taiwan is a country
Negative,game doesn't work with AMD cards
Negative,Very clunky combat. Nice graphics.
Negative,crash crash crashes even on performance mode
Negative,"This ain't it chief.There are invisible walls everywhere, and the gameplay doesn't offer anything new. It's just another Souls-like game, and I've already seen dozens like it."
Negative,great game extremely unfair insane hit boxes bosses half of the time are running away from u and u cant attack them so u have to play a far distance game every corner u turn to there is a boss waiting for u if u like playing that are unfair go ahead and buy this
Negative,"if you're a casual player like me and just like story driven games then this isn't for you. i picked this up after steam recommending it as id played god of war and i took a quick look and it looked similar. Graphically its amazing and runs well...,. but the combat isnt casual friendly in the slightest. you face bosses in every area of which seem impossible to actually kill regardless of sparks used to upgrade yourself. Bosses throw you around like a rag doll while your stick tickles their testicles to make them laugh while they do so... no difficulty settings and ive got bored of dying to the same mechanics over and over with no clues as to how to avoid them bosses 100% OP and damage output is too much 90% of the time vs the 10% they are imobilised."
Negative,The clunky combat is way below the standards of the games of which this was clearly inspired by. The English translation is a a distracting burden.
Negative,"This game is for hardcore gamer only, If you just want to chill and enjoy the story and game play, DO NOT BUY IT. IT IS F.......CKING HARD to complete I spend 4 hour to fight just 1 one boss die a 100 times."
Negative,Dunno where to go
Negative,"Once you get past the breathtaking graphics (truly the best looking game I've ever played) and the flashy designs and animations, this game has too many hollow features to recommend. The combat is very repetitive, the world areas are built for grinding, and none of the non-boss enemies pose any serious threat. Though a handful of the bosses were outstanding challenges, most can be beaten in the first 2-3 attempts. The map design, like everything in this game, is built to show off just how incredible the game looks, but when you try and explore it you will find it littered with invisible walls with zero consistency on where they're placed. The game marketed itself on being full of secrets, but if you try and search for them you will be fighting to find which obvious path isn't blocked by an intrusive invisible barrier. I would say roughly 1 in 25 times I have found that the path was a genuine path that lead me to an interesting secret which to me is unacceptable as a game mechanic.  There are two sides to this coin however, because for 99% of the game you will not be able to fall off any cliffs thanks to these invisible walls, until the game decides to remove those barriers with no warning. Three examples are a fight on a bridge in chapter 2, a beam you had to balance on in chapter 3 (though only one of the several beams actually let you run off), and then I came across a window that my character inexplicably and automatically jumped through in that automatic assassins creed kind of way and then fell off the cliff. 99% of cliffs will not let you fall, but some do for no reason. Then later, you will come across enemies that are able to knock you off despite you being unable to walk off, but also you can accidentally fall off if your animation leads you over the edge while the enemy is nearby, though most of these enemies cannot fall off themselves. I wrote these inconsistencies off initially as being a product of making a map specifically for looks and not for gameplay, but it got so bad by chapter 3 that I can no longer overlook it as I've never seen a high quality game with this level of inconsistencies in its core gameplay. I other had complaints about the story and some of the more videogame-y aspects too (e.g. all villains feel like disney villains, people in the world only exist to give you upgrades), but the inconsistencies in map design are so egregious that I don't want to divert the focus of this review.Ultimately this game is the best looking game i've ever played, but plays with the depth and feel of a mobile game. I wouldn't recommend this to anyone looking for a souls like, nor would I recommend it to anyone who enjoys exploration games. The enemies are too easy, the boss fights are pushovers, and the beauty of the map design is completely ruined by invisible walls."
Negative,"Cant even play the past 1 min, keep crashing.And i got 7800X3D, 7900XTX, DDR5 24 GB ram.Since i ran any other game perfectly, i gonna blame this game optimization for now."
Negative,Black myth: endless game crashessuper fun when it works.
